"maille_code";"sexe";"date";"hospitalises";"reanimation";"gueris";"deces"
"14";0;"2020-04-13";156;49;94;36
"15";0;"2020-04-13";29;7;9;0
"16";0;"2020-04-13";14;6;31;8
"17";0;"2020-04-13";85;19;58;23
"18";0;"2020-04-13";72;14;34;35
"19";0;"2020-04-13";51;13;38;14
"21";0;"2020-04-13";340;73;418;119
"22";0;"2020-04-13";74;11;62;20
"23";0;"2020-04-13";34;15;9;4
"24";0;"2020-04-13";31;7;32;1
"25";0;"2020-04-13";212;75;268;72
"26";0;"2020-04-13";234;56;213;80
"27";0;"2020-04-13";92;7;49;35
"28";0;"2020-04-13";232;25;149;42
"29";0;"2020-04-13";121;37;84;16
"2A";0;"2020-04-13";71;15;55;35
"2B";0;"2020-04-13";4;0;71;3
"30";0;"2020-04-13";92;40;99;27
"31";0;"2020-04-13";243;95;263;28
"32";0;"2020-04-13";31;4;21;9
"33";0;"2020-04-13";311;103;386;69
"34";0;"2020-04-13";198;58;386;76
"35";0;"2020-04-13";184;35;144;40
"36";0;"2020-04-13";94;9;24;38
"37";0;"2020-04-13";196;57;108;36
"38";0;"2020-04-13";255;49;220;48
"39";0;"2020-04-13";124;17;65;28
"40";0;"2020-04-13";24;12;31;10
"41";0;"2020-04-13";97;14;62;22
"42";0;"2020-04-13";490;103;335;110
"43";0;"2020-04-13";31;6;46;6
"44";0;"2020-04-13";299;64;236;71
"45";0;"2020-04-13";292;77;218;41
"46";0;"2020-04-13";20;10;53;2
"47";0;"2020-04-13";30;6;18;4
"48";0;"2020-04-13";6;1;11;0
"49";0;"2020-04-13";222;45;253;54
"50";0;"2020-04-13";73;20;55;21
"51";0;"2020-04-13";395;60;432;139
"52";0;"2020-04-13";100;18;83;42
"53";0;"2020-04-13";68;11;41;19
"54";0;"2020-04-13";506;149;426;179
"55";0;"2020-04-13";143;20;191;49
"56";0;"2020-04-13";131;35;200;60
"57";0;"2020-04-13";1047;164;856;497
"58";0;"2020-04-13";60;11;16;8
"59";0;"2020-04-13";970;266;698;274
"60";0;"2020-04-13";461;72;444;221
"61";0;"2020-04-13";71;14;101;19
"62";0;"2020-04-13";447;92;385;105
"63";0;"2020-04-13";80;27;79;18
"64";0;"2020-04-13";92;24;98;19
"65";0;"2020-04-13";83;5;48;10
"66";0;"2020-04-13";74;26;196;22
"67";0;"2020-04-13";1106;256;1003;357
"68";0;"2020-04-13";1023;140;1261;595
"69";0;"2020-04-13";1252;252;1063;320
"70";0;"2020-04-13";85;17;102;50
"71";0;"2020-04-13";176;34;263;92
"72";0;"2020-04-13";155;22;122;27
"73";0;"2020-04-13";111;25;198;24
"74";0;"2020-04-13";289;72;401;88
"75";0;"2020-04-13";3266;796;2287;959
"76";0;"2020-04-13";321;99;298;100
"77";0;"2020-04-13";828;206;851;240
"78";0;"2020-04-13";1070;183;774;276
"79";0;"2020-04-13";36;7;23;10
"80";0;"2020-04-13";361;69;287;126
"81";0;"2020-04-13";45;19;53;11
"82";0;"2020-04-13";18;10;13;3
"83";0;"2020-04-13";279;54;363;61
"84";0;"2020-04-13";73;17;123;22
"85";0;"2020-04-13";79;20;67;21
"86";0;"2020-04-13";71;29;52;21
"87";0;"2020-04-13";78;18;52;11
"88";0;"2020-04-13";269;31;272;168
"89";0;"2020-04-13";83;20;85;28
"90";0;"2020-04-13";229;37;246;115
"91";0;"2020-04-13";1231;237;586;220
"92";0;"2020-04-13";2005;436;1575;527
"93";0;"2020-04-13";1619;245;1099;527
"94";0;"2020-04-13";2249;323;1150;570
"95";0;"2020-04-13";928;178;1065;385
"971";0;"2020-04-13";41;18;51;10
"972";0;"2020-04-13";39;16;52;6
"973";0;"2020-04-13";15;1;13;0
"974";0;"2020-04-13";28;3;72;0
"976";0;"2020-04-13";22;3;25;3
"01";0;"2020-04-14";134;29;144;46
"02";0;"2020-04-14";279;45;296;152
"03";0;"2020-04-14";62;21;81;16
"04";0;"2020-04-14";34;4;71;5
"05";0;"2020-04-14";46;13;73;3
"06";0;"2020-04-14";282;79;270;81
"07";0;"2020-04-14";106;24;193;45
"08";0;"2020-04-14";78;17;71;21
"09";0;"2020-04-14";16;4;15;1
"10";0;"2020-04-14";274;26;198;65
"11";0;"2020-04-14";86;12;98;41
"12";0;"2020-04-14";56;5;61;19
"13";0;"2020-04-14";1142;261;1324;199
"14";0;"2020-04-14";152;43;100;41
"15";0;"2020-04-14";29;9;10;0
"16";0;"2020-04-14";14;6;31;8
"17";0;"2020-04-14";94;20;60;25
"18";0;"2020-04-14";72;13;35;35
"19";0;"2020-04-14";53;12;39;16
"21";0;"2020-04-14";346;73;419;133
"22";0;"2020-04-14";77;10;66;21
"23";0;"2020-04-14";32;14;11;4
"24";0;"2020-04-14";29;7;34;3
"25";0;"2020-04-14";234;75;277;80
"26";0;"2020-04-14";226;58;223;85
"27";0;"2020-04-14";85;7;51;41
"28";0;"2020-04-14";236;24;163;47
"29";0;"2020-04-14";120;37;86;19
"2A";0;"2020-04-14";71;16;57;35
"2B";0;"2020-04-14";3;0;72;3
"30";0;"2020-04-14";97;36;105;28
"31";0;"2020-04-14";243;98;278;30
"32";0;"2020-04-14";32;3;22;10
"33";0;"2020-04-14";317;102;401;72
"34";0;"2020-04-14";192;57;393;83
"35";0;"2020-04-14";190;36;152;44
"36";0;"2020-04-14";92;9;26;38
"37";0;"2020-04-14";195;50;115;38
"38";0;"2020-04-14";249;47;227;52
"39";0;"2020-04-14";131;18;65;30
"40";0;"2020-04-14";27;12;32;10
"41";0;"2020-04-14";104;15;64;25
"42";0;"2020-04-14";489;99;352;116
"43";0;"2020-04-14";29;4;50;6
"44";0;"2020-04-14";296;63;244;77
"45";0;"2020-04-14";297;77;226;44
"46";0;"2020-04-14";24;9;52;4
"47";0;"2020-04-14";32;6;19;4
"48";0;"2020-04-14";6;1;11;0
"49";0;"2020-04-14";232;44;257;56
"50";0;"2020-04-14";78;20;56;26
"51";0;"2020-04-14";387;58;451;146
"52";0;"2020-04-14";103;19;83;43
"53";0;"2020-04-14";71;11;42;19
"54";0;"2020-04-14";509;147;449;184
"55";0;"2020-04-14";146;22;199;50
"56";0;"2020-04-14";127;34;207;65
"57";0;"2020-04-14";1064;162;879;513
"58";0;"2020-04-14";58;10;17;12
"59";0;"2020-04-14";984;258;722;295
"60";0;"2020-04-14";458;70;468;230
"61";0;"2020-04-14";74;13;107;19
"62";0;"2020-04-14";463;97;397;114
"63";0;"2020-04-14";79;27;80;18
"64";0;"2020-04-14";92;23;98;20
"65";0;"2020-04-14";83;5;50;12
"66";0;"2020-04-14";65;21;205;22
"67";0;"2020-04-14";1122;250;1024;375
"68";0;"2020-04-14";1041;140;1298;596
"69";0;"2020-04-14";1247;251;1097;336
"70";0;"2020-04-14";95;18;104;51
"71";0;"2020-04-14";180;34;268;97
"72";0;"2020-04-14";142;21;136;33
"73";0;"2020-04-14";99;20;215;28
"74";0;"2020-04-14";295;70;409;88
"75";0;"2020-04-14";3281;790;2336;1003
"76";0;"2020-04-14";316;94;312;103
"77";0;"2020-04-14";830;209;898;269
"78";0;"2020-04-14";1054;183;814;292
"79";0;"2020-04-14";37;7;24;10
"80";0;"2020-04-14";368;68;301;129
"81";0;"2020-04-14";44;19;55;13
"82";0;"2020-04-14";18;9;15;3
"83";0;"2020-04-14";315;48;377;64
"84";0;"2020-04-14";75;17;125;22
"85";0;"2020-04-14";79;16;70;24
"86";0;"2020-04-14";68;28;59;22
"87";0;"2020-04-14";71;14;58;13
"88";0;"2020-04-14";269;31;276;173
"89";0;"2020-04-14";91;21;90;32
"90";0;"2020-04-14";226;36;248;116
"91";0;"2020-04-14";1217;231;627;247
"92";0;"2020-04-14";2006;423;1646;563
"93";0;"2020-04-14";1613;240;1186;560
"94";0;"2020-04-14";2247;343;1185;606
"95";0;"2020-04-14";961;180;1098;397
"971";0;"2020-04-14";41;18;51;10
"972";0;"2020-04-14";39;16;52;6
"973";0;"2020-04-14";18;1;13;0
"974";0;"2020-04-14";28;3;72;0
"976";0;"2020-04-14";15;3;35;3
